Time,VAV SYS 1:Des Heat Mass Flow [kg/s],VAV SYS 1:Des Cool Mass Flow [kg/s],VAV SYS 1:Des Heat Cap [W],VAV SYS 1:Des Sens Cool Cap [W]
00:15:00,4.559809E-01,2.813702E-01,8.621261E+03,2.761071E+03
00:30:00,4.559809E-01,2.813702E-01,8.621261E+03,2.715691E+03
00:45:00,4.559809E-01,2.813702E-01,8.621261E+03,2.670312E+03
01:00:00,4.559809E-01,2.813702E-01,8.621261E+03,2.624933E+03
01:15:00,4.559809E-01,2.813702E-01,8.621261E+03,2.594680E+03
01:30:00,4.559809E-01,2.813702E-01,8.621261E+03,2.564427E+03
01:45:00,4.559809E-01,2.813702E-01,8.621261E+03,2.534174E+03
02:00:00,4.559809E-01,2.813702E-01,8.621261E+03,2.503921E+03
02:15:00,4.559809E-01,2.813702E-01,8.621261E+03,2.481231E+03
02:30:00,4.559809E-01,2.813702E-01,8.621261E+03,2.458542E+03
02:45:00,4.559809E-01,2.813702E-01,8.621261E+03,2.435852E+03
03:00:00,4.559809E-01,2.813702E-01,8.621261E+03,2.413162E+03
03:15:00,4.559809E-01,2.813702E-01,8.621261E+03,2.390473E+03
03:30:00,4.559809E-01,2.813702E-01,8.621261E+03,2.367783E+03
03:45:00,4.559809E-01,2.813702E-01,8.621261E+03,2.345093E+03
04:00:00,4.559809E-01,2.813702E-01,8.621261E+03,2.322404E+03
04:15:00,4.559809E-01,2.813702E-01,8.621261E+03,2.307277E+03
04:30:00,4.559809E-01,2.813702E-01,8.621261E+03,2.292151E+03
04:45:00,4.559809E-01,2.813702E-01,8.621261E+03,2.277024E+03
05:00:00,4.559809E-01,2.813702E-01,8.621261E+03,2.261898E+03
05:15:00,4.559809E-01,2.813702E-01,8.621261E+03,2.277024E+03
05:30:00,4.559809E-01,2.813702E-01,8.621261E+03,2.292151E+03
05:45:00,4.559809E-01,2.813702E-01,8.621261E+03,2.307277E+03
06:00:00,4.559809E-01,2.813702E-01,8.621261E+03,2.322404E+03
06:15:00,4.559809E-01,2.813702E-01,8.621261E+03,2.375346E+03
06:30:00,4.559809E-01,2.813702E-01,8.621261E+03,2.428289E+03
06:45:00,4.559809E-01,2.813702E-01,8.621261E+03,2.481231E+03
07:00:00,4.559809E-01,2.813702E-01,8.621261E+03,2.534174E+03
07:15:00,4.559809E-01,2.848557E-01,8.621261E+03,2.695830E+03
07:30:00,4.559809E-01,2.977208E-01,8.621261E+03,2.948762E+03
07:45:00,4.559809E-01,3.053244E-01,8.621261E+03,3.152943E+03
08:00:00,4.559809E-01,3.090697E-01,8.621261E+03,3.320237E+03
08:15:00,4.559809E-01,3.356648E-01,8.621261E+03,3.760127E+03
08:30:00,4.559809E-01,3.621836E-01,8.621261E+03,4.279918E+03
08:45:00,4.559809E-01,3.885988E-01,8.621261E+03,4.867321E+03
09:00:00,4.559809E-01,4.162447E-01,8.621261E+03,5.486745E+03
09:15:00,4.559809E-01,4.801441E-01,8.621261E+03,6.540836E+03
09:30:00,4.559809E-01,5.555075E-01,8.621261E+03,7.643964E+03
09:45:00,4.559809E-01,6.337999E-01,8.621261E+03,8.677056E+03
10:00:00,4.559809E-01,7.059773E-01,8.621261E+03,9.638705E+03
10:15:00,4.559809E-01,7.293901E-01,8.621261E+03,1.003884E+04
10:30:00,4.559809E-01,7.514169E-01,8.621261E+03,1.042251E+04
10:45:00,4.559809E-01,7.720343E-01,8.621261E+03,1.078953E+04
11:00:00,4.559809E-01,7.912137E-01,8.621261E+03,1.113959E+04
11:15:00,4.559809E-01,7.945285E-01,8.621261E+03,1.124304E+04
11:30:00,4.559809E-01,7.957889E-01,8.621261E+03,1.132262E+04
11:45:00,4.559809E-01,7.950690E-01,8.621261E+03,1.137902E+04
12:00:00,4.559809E-01,7.927758E-01,8.621261E+03,1.141712E+04
12:15:00,4.559809E-01,7.751246E-01,8.621261E+03,1.123819E+04
12:30:00,4.559809E-01,7.552042E-01,8.621261E+03,1.103349E+04
12:45:00,4.559809E-01,7.338322E-01,8.621261E+03,1.081246E+04
13:00:00,4.559809E-01,7.115708E-01,8.621261E+03,1.058139E+04
13:15:00,4.559809E-01,7.425955E-01,8.621261E+03,1.100507E+04
13:30:00,4.559809E-01,7.770308E-01,8.621261E+03,1.146758E+04
13:45:00,4.559809E-01,8.143603E-01,8.621261E+03,1.196224E+04
14:00:00,4.559809E-01,8.541509E-01,8.621261E+03,1.248353E+04
14:15:00,4.559809E-01,8.755614E-01,8.621261E+03,1.275394E+04
14:30:00,4.559809E-01,8.979782E-01,8.621261E+03,1.303645E+04
14:45:00,4.559809E-01,9.210740E-01,8.621261E+03,1.332726E+04
15:00:00,4.559809E-01,9.457352E-01,8.621261E+03,1.363679E+04
15:15:00,4.559809E-01,9.567981E-01,8.621261E+03,1.371926E+04
15:30:00,4.559809E-01,9.669368E-01,8.621261E+03,1.379095E+04
15:45:00,4.559809E-01,9.760237E-01,8.621261E+03,1.385025E+04
16:00:00,4.559809E-01,9.824576E-01,8.621261E+03,1.387892E+04
16:15:00,4.559809E-01,9.779480E-01,8.621261E+03,1.376742E+04
16:30:00,4.559809E-01,9.699994E-01,8.621261E+03,1.361562E+04
16:45:00,4.559809E-01,9.584040E-01,8.621261E+03,1.342077E+04
17:00:00,4.559809E-01,9.428679E-01,8.621261E+03,1.317912E+04
17:15:00,4.559809E-01,9.398919E-01,8.621261E+03,1.306902E+04
17:30:00,4.559809E-01,9.330779E-01,8.621261E+03,1.291449E+04
17:45:00,4.559809E-01,9.217993E-01,8.621261E+03,1.270822E+04
18:00:00,4.559809E-01,9.055938E-01,8.621261E+03,1.244471E+04
18:15:00,4.559809E-01,8.275224E-01,8.621261E+03,1.132995E+04
18:30:00,4.559809E-01,7.380495E-01,8.621261E+03,1.008824E+04
18:45:00,4.559809E-01,6.370593E-01,8.621261E+03,8.713182E+03
19:00:00,4.559809E-01,5.259559E-01,8.621261E+03,7.213632E+03
19:15:00,4.559809E-01,4.462261E-01,8.621261E+03,6.124032E+03
19:30:00,4.559809E-01,3.750692E-01,8.621261E+03,5.149126E+03
19:45:00,4.559809E-01,3.214327E-01,8.621261E+03,4.387702E+03
20:00:00,4.559809E-01,3.032391E-01,8.621261E+03,4.076367E+03
20:15:00,4.559809E-01,2.904865E-01,8.621261E+03,3.848575E+03
20:30:00,4.559809E-01,2.813702E-01,8.621261E+03,3.638404E+03
20:45:00,4.559809E-01,2.813702E-01,8.621261E+03,3.570335E+03
21:00:00,4.559809E-01,2.813702E-01,8.621261E+03,3.502266E+03
21:15:00,4.559809E-01,2.813702E-01,8.621261E+03,3.434197E+03
21:30:00,4.559809E-01,2.813702E-01,8.621261E+03,3.366128E+03
21:45:00,4.559809E-01,2.813702E-01,8.621261E+03,3.298059E+03
22:00:00,4.559809E-01,2.813702E-01,8.621261E+03,3.229990E+03
22:15:00,4.559809E-01,2.813702E-01,8.621261E+03,3.177048E+03
22:30:00,4.559809E-01,2.813702E-01,8.621261E+03,3.124105E+03
22:45:00,4.559809E-01,2.813702E-01,8.621261E+03,3.071163E+03
23:00:00,4.559809E-01,2.813702E-01,8.621261E+03,3.018220E+03
23:15:00,4.559809E-01,2.813702E-01,8.621261E+03,2.965278E+03
23:30:00,4.559809E-01,2.813702E-01,8.621261E+03,2.912335E+03
23:45:00,4.559809E-01,2.813702E-01,8.621261E+03,2.859392E+03
24:00:00,4.559809E-01,2.813702E-01,8.621261E+03,2.806450E+03
Coinc Peak   ,4.559809E-01,9.824576E-01,8.621261E+03,1.450377E+04
NonCoinc Peak,4.559809E-01,1.035772E+00,8.621261E+03,1.450377E+04
